//地址：https://raw.gitcode.com/lionzang/TV/raw/main/channel.txt
ğŸ‡¨ğŸ‡³å¤®è§†é¢‘é“1,#genre#
æ–°ç™½å¨˜å­ä¼ å¥‡,http://43.138.170.29:35455/yy/1354930969
æ–°ç™½å¨˜å­ä¼ å¥‡,https://live.metshop.top/yy/1354490667
æ–°ç™½å¨˜å­ä¼ å¥‡,https://lunbo.freetv.top/yy/1354930969
æ–°ç™½å¨˜å­ä¿®å¤,https://live.metshop.top/yy/1354930969
å–œå‰§ç”µå½±é¢‘é“,http://159.75.85.63:35455/douyu/9292492
å–œå‰§ç”µå½±é¢‘é“,http://43.138.170.29:35455/douyu/9292492
ç½‘ç¥å½±å…@ä»£,https://www.goodiptv.club/douyu/508118
1905ç”µå½±äºšæ´²,http://xxw.me0.cn/1905dy.php?id=1905a
1905ç”µå½±å›½é™…,http://xxw.me0.cn/1905dy.php?id=1905b
é‡æ¸©ç»å…¸é¢‘é“,http://mtw.so/5NPX0U
é‡æ¸©ç»å…¸@ä»£,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
åŒ—äº¬æ˜ç²¾å½©,http://218.241.192.50:8808/udp/239.3.1.178:8001
åŒ—äº¬èŒå® TV,http://218.241.192.50:8808/udp/239.3.1.102:8001
åŒ—äº¬æ˜Baby,http://218.241.192.50:8808/udp/239.3.1.238:8001
åŒ—äº¬æ˜å‰§åœº,http://218.241.192.50:8808/udp/239.3.1.95:8001
åŒ—äº¬æ˜ç”µå½±,http://218.241.192.50:8808/udp/239.3.1.250:8001
åŒ—äº¬æ˜å¨±ä¹,http://218.241.192.50:8808/udp/239.3.1.100:8001
ç”µå½±æ˜Ÿçˆ@ä»£,http://cfss.cc/cdn/hy/11342412.flv
å‘¨æ˜Ÿé©°å…¸@ä»£,http://tc-tct.douyucdn2.cn/dyliveflv1a/3637778raLSXdOdu_2000.m3u8
ç»ç‰ˆç”µå½±@ä»£,https://lunbo.freetv.top/yy/1455988450
ç»ç‰ˆç”µå½±@éƒ¨,https://lunbo.freetv.top/yy/1355263385
ç‰¹è¾‘ç”µå½±@ä»£,https://www.goodiptv.club/douyu/3637778
è¶…çº§ç”µå½±ipv6,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
å†›æ—…å‰§åœºipv6,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
æµå¤–å‰§åœºipv6,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
CCtv6å½±é™¢ä»£,https://epg.pw/stream/753fe6b20478c17a39f0c17d3c8d98a74cd5890a6e40f4ce011380f2dd185285.m3u8
CCtv6å½±é™¢ä»£,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCtv6å½±é™¢ä»£,http://hikvision.city:880/CCTV-6.m3u8
æƒŠæ‚šæ‚¬ç–‘ipv6,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
æ˜æ˜Ÿå¤§ç‰‡ipv6,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
CHCé«˜æ¸…ç”µå½±,http://115.45.102.23:8888/udp/239.77.0.27:5146
CHCåŠ¨ä½œç”µå½±,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
CHCå®¶åº­å½±é™¢,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8
CHCé«˜æ¸…ç”µå½±,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8
æƒŠå«Šæ‚¬ç–‘ç”µå½±,http://[2409:8087:1a0b:df::4002]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
æ¢¨å›­å«è§†é¢‘é“,http://222.223.118.222:2180/live/lypd/index.m3u8
æ¢¨å›­é¢‘é“ipv6,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ
é»‘è“ç”µå½±@ä»£,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8
é»‘è“åŠ¨ç”»@ä»£,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225662/1.m3u8
è±†ç“£é«˜åˆ†@ä»£,http://43.138.170.29:35455/douyu/8770422
ä¸‹é¥­ç¥å‰§@ä»£,http://43.138.170.29:35455/douyu/276200
è¶…çº§ç”µå½±ipv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
è¶…çº§ç”µå½±ipv6,http://[2409:8087:7000:20:1000::22]:6060/000000001000/1000000004000002120/index.m3u8?channel-id=ystenlive&Contentid=1000000004000002120&livemode=1&stbId=3
è¶…çº§ç”µè§†ipv6,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
å¤§å‰å¤§åˆ©å½±é™¢,https://pull.kktv8.com/livekktv/128600025.flv
åƒç±³æ»´è™«âœ”åŸ,http://159.75.85.63:35455/douyu/315457
å†°å†°ç»å…¸âœ”åŸ,http://159.75.85.63:35455/douyu/74374
æ˜Ÿçˆå½±é™¢âœ”åŸ,http://159.75.85.63:35455/douyu/508118
å‡Œå„¿å½±é™¢âœ”åŸ,http://159.75.85.63:35455/douyu/1377142
éº“å±±è¿è¸ªâœ”åŸ,http://159.75.85.63:35455/douyu/4505431
ç‘¶ç‘¶ææ€–âœ”åŸ,http://159.75.85.63:35455/douyu/2935323
æ€¡å¯¶å½±é™¢âœ”åŸ,http://159.75.85.63:35455/douyu/434971
å°é»›å…®å½±âœ”åŸ,http://159.75.85.63:35455/douyu/11553944
èŒå°é¬¼ç‰‡âœ”åŸ,http://159.75.85.63:35455/douyu/3928
ç¥ä¹å‰§åœºâœ”åŸ,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1/85894rmovieChow_900p.m3u8
ç¥ä¹å‰§é™¢âœ”åŸ,https://tc-tc2-interact.douyucdn2.cn/dyliveflv1a/122402rK7MO9bXSq_900.m3u8
ç¥ä¹å½±å‰§âœ”åŸ,http://159.75.85.63:35455/douyu/122402
å¯ä¹å½±é™¢âœ”åŸ,http://159.75.85.63:35455/douyu/20415
å°å®‡60å¸§âœ”åŸ,http://159.75.85.63:35455/douyu/323876
ææ€–æƒŠæ‚šâœ”åŸ,http://159.75.85.63:35455/douyu/96577
é›»å½±åŠ‡å ´âœ”åŸ,http://159.75.85.63:35455/douyu/7575350
è±†ç“£é«˜åˆ†âœ”åŸ,http://159.75.85.63:35455/douyu/8770422
èŠ±åé™ªçœ‹âœ”åŸ,http://159.75.85.63:35455/douyu/52787
æ¼«å¨å‰§æƒ…âœ”åŸ,http://159.75.85.63:35455/douyu/6140589
éœæ ¼æ²ƒèŒ¨âœ”åŸ,http://159.75.85.63:35455/douyu/8814650
é±¼å®ææ€–âœ”åŸ,http://159.75.85.63:35455/douyu/1165374
é¬¼ç‰‡ææ€–âœ”åŸ,http://159.75.85.63:35455/douyu/2935323
å°u*é¬¼ç‰‡âœ”åŸ,http://159.75.85.63:35455/douyu/96577
å°u*é¬¼ç‰‡âœ”åŸ,http://mmitv.top/test/douyu.php?id=96577&u=4150734&cate
åƒå¥¶æ»´è™«âœ”åŸ,http://159.75.85.63:35455/douyu/263824
å˜ç§äººç‰‡âœ”åŸ,http://159.75.85.63:35455/douyu/9651304
å–œå‰§ç”µå½±âœ”åŸ,http://159.75.85.63:35455/douyu/9292492
å¥³ç¥ç”µå½±âœ”åŸ,http://159.75.85.63:35455/douyu/747764
åè¯­ç»å…¸âœ”åŸ,http://159.75.85.63:35455/douyu/434971
é¿é£å½±é™¢âœ”åŸ,http://159.75.85.63:35455/douyu/9826611
æ¬§ç¾å¤§ç‰‡âœ”åŸ,http://159.75.85.63:35455/douyu/2793084
è´çˆmaxâœ”åŸ,http://159.75.85.63:35455/douyu/4332
è´çˆå½±å…âœ”åŸ,http://159.75.85.63:35455/douyu/252802
å°çŒªä¼˜ç‰ˆå‰§é™¢,https://www.goodiptv.club/douyu/10297898
ç»å…´å½±é™¢é¢‘é“,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
å—äº¬å½±é™¢é¢‘é“,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
å¹³æ³‰å½±é™¢é¢‘é“,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
æ–°æ˜Œä¼‘é—²å½±é™¢,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
èµµæœ¬å±±ç»å°å“,https://www.goodiptv.club/douyu/9817716
å¼€å¿ƒéº»èŠ±å°å“,https://www.goodiptv.club/douyu/10153463
å®‹å°å®å°å“å°,https://www.goodiptv.club/douyu/9817729
çƒ­è¡€æŠ—æ—¥ç”µå½±,https://live.metshop.top/yy/1382749907
ç»å…¸ç”µå½±,https://live.metshop.top/yy/1355142167
ç»å…¸ç”µå½±å°ï¼Œhttp://hlsa-akm.douyucdn.cn/85894rmovieChow_4000p.m3u8
ç»å…¸ç”µå½±ç”µè§†å‰§,https://live.metshop.top/yy/1354690927
å‚¬æ³ªæˆ˜äº‰,https://live.metshop.top/yy/1382745124
ç ´æ¡ˆæ¸¯å‰§,https://live.metshop.top/yy/1350670730
ç ´æ¡ˆæ¸¯å‰§,https://live.metshop.top/yy/1350670730
ç»å…¸åŠŸå¤«å°,http://cfss.cc/cdn/yy/1355002394.flv
ç»å…¸å½±è§†å°,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
ç»å…¸ç”µå½±å°,http://ali.hlspull.yximgs.com/live/asdfg32522.flv
ç»å…¸åŠŸå¤«,http://cfss.cc/cdn/yy/1355002394.flv
ç»å…¸åŠŸå¤«,http://cfss.cc/cdn/yy/1355002394.flv
ç»å…¸å½±è§†,https://ali.hlspull.yximgs.com/live/asdfg32516.flv
æŠ—æ—¥å‰§åœºhttp://live.dxms.top/yy0405.php?id=1382736877/
ç»å…¸å°å‰§,http://cfss.cc/cdn/yy/1355260662.flv
æ˜Ÿå…‰å‰§åœº,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
ç»å…¸å½±è§†å°,http://ali.hlspull.yximgs.com/live/asdfg32516.flv

ğŸ”¥æ½œè¡Œ,https://yzzy1.play-cdn20.com/20240314/19480_87c97112/index.m3u8
èœ˜è››å¤«äººï¼šè¶…æ„Ÿè§‰é†’,https://yzzy.play-cdn21.com/20240315/9646_b4328d07/index.m3u8
æœ«æ—¥æˆ˜å£«,https://v.cdnlz12.com/20240313/12834_ce325fe0/index.m3u8
å‘¨å…¬ä¼å¦–,https://v.cdnlz12.com/20240313/12832_28e8b06c/index.m3u8
å°‘å¥³æ–—æ¶é¾™,https://v.cdnlz12.com/20240308/12567_d5565b64/index.m3u8
ğŸ”¥ä¸´æ—¶åŠ«æ¡ˆ,https://v.cdnlz12.com/20240306/12466_cad8e71b/2000k/hls/mixed.m3u8
ğŸ”¥ä¸´æ—¶åŠ«æ¡ˆ,https://yzzy.play-cdn19.com/20240306/22153_c54de4da/2000k/hls/mixed.m3u8
ğŸ”¥é™Œè¯ç‹‚åˆ€,https://v.cdnlz12.com/20240308/12526_77ee2ef5/2000k/hls/mixed.m3u8
ğŸ”¥é™Œè¯ç‹‚åˆ€,https://yzzy1.play-cdn1.com/20240308/19202_84e12afe/2000k/hls/mixed.m3u8
ğŸ”¥èŠæ–‹å¿—å¼‚ä¹‹ç³äººè¯­,https://yzzy1.play-cdn20.com/20240305/18516_cd41cda3/2000k/hls/mixed.m3u8
ğŸ”¥èŠæ–‹å¿—å¼‚ä¹‹ç³äººè¯­,https://hn.bfvvs.com/play/RdGJDE0b/index.m3u8
ğŸ”¥æ™ºåˆ©é›•å½¢æ‹³,https://vip1.lz-cdn1.com/20230608/21094_b12a3627/2000k/hls/mixed.m3u8
çƒ­è¾£æ»šçƒ«TC,https://vip.ffzy-online2.com/20240216/48497_7124419f/2000k/hls/mixed.m3u8
çƒ­è¾£æ»šçƒ«TC,https://vip.ffzy-online2.com/20240216/48497_7124419f/index.m3u8
ç¬¬äºŒåæ¡TC,https://v.cdnlz12.com/20240215/11572_dda99b8e/2000k/hls/mixed.m3u8
é£é©°äººç”Ÿ2TC,https://ikcdn01.ikzybf.com/20240212/jjCpFTXC/2000kb/hls/index.m3u8
ç›®ä¸­æ— äºº2,https://yzzy1.play-cdn1.com/20240210/15952_004b2a47/2000k/hls/index.m3u8
æˆ˜é”‹Âå°–å³°å¯¹å†³,https://vip.ffzy-online6.com/20240221/26640_7e77660f/2000k/hls/index.m3u8
æƒŠå¤©æ¿€æˆ˜ç¾,https://v.cdnlz19.com/20240219/17331_1e41d0fd/2000k/hls/mixed.m3u8
å¤–æ˜Ÿ+äºº2éŸ©,https://v.cdnlz12.com/20240215/11573_4cb789fb/2000k/hls/mixed.m3u8
ç ´æˆ˜,https://yzzy1.play-cdn20.com/20240216/17014_96791511/2000k/hls/mixed.m3u8
é‡‘æ‰‹æŒ‡å›½,https://ikcdn01.ikzybf.com/20240213/xZTh2qQA/2000kb/hls/index.m3u8
é‡‘æ‰‹æŒ‡ç²¤,https://yzzy1.play-cdn1.com/20240213/16166_adb7cace/2000k/hls/index.m3u8
ç¼‰æ¶,https://yzzy1.play-cdn1.com/20240212/16107_ce5c69e6/2000k/hls/index.m3u8
ç‹„ä»æ°ä¹‹é€šå¤©ç„æ¡ˆ,https://s.xlzys.com/play/BeXvzOlb/index.m3u8
çƒ­è¡€åœ°é›æˆ˜,https://s.xlzys.com/play/DbDDvWxb/index.m3u8
çƒ­è¡€åœ°é›æˆ˜,https://v11.suonizy-youku.com/202402/26/A8TWS7EeJe4/video/2000k_0X1080_64k_25/hls/index.m3u8
å¤æ¥¼é•‡é™µå®«,https://v.cdnlz12.com/20240222/11772_cc17a068/2000k/hls/mixed.m3u8
ç’å¤©è¿‡æµ,https://hnzy.bfvvs.com/play/YerrBPke/index.m3u8
éè¯šå‹¿æ‰°3,https://yzzy1.play-cdn20.com/20240210/16640_403958bf/2000k/hls/index.m3u8
å²ä¸Šæœ€å¼ºå¼Ÿå­,https://yzzy.play-cdn19.com/20240209/19332_06c6451f/2000k/hls/index.m3u8
é•¿æ´¥æ¹–,https://s1.bfzycdn.com/video/changjinhu/HD%E5%9B%BD%E8%AF%AD/index.m3u8
é•¿æ´¥æ¹–ä¹‹æ°´é—¨æ¡¥,https://cdn17.yzzy-online.com/20230817/16230_2dbddb92/2000k/hls/index.m3u8


ç©†æ¡‚è‹±å¤§æˆ˜æ´ªå,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/aaa5a373d97a47d1bc95b1418b672b33/2000.m3u8
åŠ¨ç‰©ä¸–ç•Œ,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/71d7dce230b74c1b9e35b41e837ffc5f/1200.m3u8
å¥³é©¸é©¬,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ba29b790f8ec435ba94fc072558431f0/850.m3u8
æ¢å±±ä¼¯ä¸ç¥è‹±å°,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/427eb50cc6844d47bcd35d2fac737a0a/850.m3u8
å†°å±±ä¸Šçš„æ¥å®¢,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c86d45b176d642738dabf9da7361653b/850.m3u8
å®è‘«èŠ¦çš„ç§˜å¯†,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/866474add7224067877bed430d9380ab/850.m3u8
æˆ˜ç«ä¸­çš„é’æ˜¥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/be0d797e3b494f5fa1cb6d48d29643f3/850.m3u8
æäºŒå«‚æ”¹å«01,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/90846f6758524d78997aad89df8c37e0/850.m3u8
æäºŒå«‚æ”¹å«02,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/47a9c8216d344c2dd45f11949dbbecb5/850.m3u8
å­™æ‚Ÿç©ºä¸‰æ‰“ç™½éª¨ç²¾,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e34b7a2f93d4efeaf7a583409b270cc/850.m3u8
é“é“æ¸¸å‡»é˜Ÿ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
ä¸‰æ¯›æµæµªè®°,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b9ce94c233b043bebe30340f09868ed1/850.m3u8
å´é»åœ£æ¯é™¢,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/dd86918aafb042c5b51584ffcf5b0e00/850.m3u8
æ¸¡æ±Ÿä¾¦å¯Ÿè®°,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d708e9c64aa34519af5490a793756c38/850.m3u8
å¤§æ°”å±‚æ¶ˆå¤±,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/45122e56521f49b68020e3e66bc28ce8/850.m3u8
ç‹è€è™æŠ¢äº²,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/3b6ae81ae49f4c72b0c977023565c762/850.m3u8
æ¢ç´¢å‘ç°,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
æ—æµé›ªåŸ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/5023f1dcc73b4090962ee31e017fb8e3/850.m3u8
èŒœèŒœå…¬ä¸»,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ffa8a73877194632b0278898f297d07b/850.m3u8
éœ¹é›³è´è´,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7accc94d5590415284af5db904e4be5a/850.m3u8
åœ°ä¸‹å°–å…µ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/188d5706e5774f06850e06e4f181c4bd/850.m3u8
å°å…µå¼ å˜,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
è‹±é›„è™èƒ†,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b7fcd0d4ebb045fe8e653ee71b4ef8fc/850.m3u8
ä¸‰è¿›å±±åŸ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ee157540ff2540ada0250edf3f6a3e0a/850.m3u8
æ™ºå–åå±±,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ef243e3fa20544df9cc24b72ace8efa0/850.m3u8
æ³‰æ°´å®å’š,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8b039f6988a04ca8b086d35031a77204/850.m3u8
å¢™å¤´é©¬ä¸Š,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c45285c6b2ac46a58d49c9351b18e369/850.m3u8
äº”å¥³æ‹œå¯¿,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c38771a355214e97a855c213693a1153/850.m3u8
é­‚æ–­è“æ¡¥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7fc704c5b2e04e65bab92b3986883ab3/850.m3u8
å‡ºæ°´èŠ™è“‰,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/28f9967b04984830b3a1f6fb27561000/850.m3u8
æ¡‚æ²³å¤§æ¡¥,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b125a3edccb34637b336cb867e8a5d5d/850.m3u8
åå¸­ç­’,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8bebd13583e341e1b9d9e1180d36aaaa/850.m3u8
çº¢ç‰¡ä¸¹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/921b8081b58b4c2f81fb233b6c8e89ac/850.m3u8
çº¢å­©å­,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/bf55b84744d64eeaaedc5ea603855597/850.m3u8
ä¸Šç”˜å²­,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c91f7aae9b8b4c578a7d9ecdf94b9dca/850.m3u8
åˆ˜ä¸‰å§,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/680e102dc8614632862cf49a236def6e/850.m3u8
é‡çŒªæ—,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d2ddcbd8cdba4473a541687e683c1aca/850.m3u8
å°‘æ—å¯º,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8af9ff377238407e927e597a1af47788/850.m3u8
æˆ˜ä¸Šæµ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
è‘£å­˜ç‘,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b657281ba44a4b279f55ec860c12543b/850.m3u8
é©¬å…°èŠ±,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c89d105b9661464bb8c5c5f46977f6c4/850.m3u8
è‹¦èœèŠ±,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ec47d310d888464f8446af5e6e04ded8/850.m3u8
èŠ±ä¸ºåª’,http://hls.cntv.kcdnvip.com/asp/hls/2000/0303000a/3/default/48da40a19746409997717371a80fd9e6/2000.m3u8
æ²™å®¶æµœ,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/6241c3f25a9a4dda9b05b9ba185500e0/850.m3u8
çŠ¬ç‹,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/08d97be6d296434098297a505e2f05b5/850.m3u8
å‰å“¨,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/1e9c4ffe4002492484c0f50235299759/850.m3u8
å¥‡è¢­,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/ac8b28fb66104aa7a5e3cd5a10ea986b/850.m3u8
å°èŠ±,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/f97fb71bff5947ddaf905cc121c42ee4/850.m3u8


ğŸ‡¨ğŸ‡³åŠ¨æ¼«é¢‘é“,#genre#
ğŸ”¥æœºå™¨äººä¹‹æ¢¦,https://yzzy1.play-cdn20.com/20240220/17247_5b460634/index.m3u8
ğŸ”¥çŒç¯®é«˜æ‰‹ç”µå½±ç‰ˆ,https://yzzy1.play-cdn20.com/20240307/19070_1e7c01d6/2000k/hls/mixed.m3u8
ğŸ”¥å¤§é›¨,https://v.cdnlz12.com/20240302/12299_990a3e77/2000k/hls/mixed.m3u8
ğŸ”¥ä¸€äººä¹‹ä¸‹Âé”ˆé“é‡ç°,https://sf16-sg-default.akamaized.net/obj/tos-alisg-v-0051c001-sg/o4BxtqEwodAiaitu7XmBw5fsgwB6AAzE9VFyAN
æœºå™¨äººä¹‹æ¢¦,https://s.xlzys.com/play/pen0mZlb/index.m3u8
æ˜Ÿæ„¿,https://v.cdnlz12.com/20240123/11057_cb0db3f7/2000k/hls/mixed.m3u8
é£é¸­å‘å‰å†²,https://www.yzzy.play-cdn1.com/20240129/14669_4dfca98a/2000k/hls/index.m3u8
ç«ç¥ä¹‹å¤©å¯ä¹‹å­,https://v.cdnlz12.com/20240129/11187_fc414c3b/2000k/hls/mixed.m3u8
çˆ±ä¸½ä¸å’Œç‰¹è•¾ä¸çš„æ¢¦å¹»å¥å‚,https://v.cdnlz3.com/20240115/22790_1d9c990e/2000k/hls/mixed.m3u8
æ­£ä¹‰è”ç›Ÿï¼šæ— é™åœ°çƒå±æœºä¸Š,https://v.cdnlz3.com/20240109/22700_37c883c6/2000k/hls/mixed.m3u8
ä¸­å›½æƒŠå¥‡å…ˆç”Ÿ,https://ukzy.ukubf3.com/20231130/QdNgsBch/2000kb/hls/index.m3u8
èœ¥èœ´ä¼¯ä¼¯é‡Œå¥¥,https://v.cdnlz2.com/20231121/26945_75f8dadc/2000k/hls/mixed.m3u8
å°é¸¡å¿«è‘2.é€ƒå‡ºé¸¡å—å¥å‚,https://cdn1.vip-vip-yzzy.com/20231215/9445_34fbf058/2000k/hls/index.m3u8
å¥‡è¿¹å°‘å¥³,https://vip1.lz-cdn1.com/20230730/21518_6fd8d0ba/2000k/hls/mixed.m3u8
ç”»æ±Ÿæ¹–ä¹‹å¤©ç½¡ä¼ ,https://v.cdnlz3.com/20231229/22519_52852c99/2000k/hls/mixed.m3u8
è´è‚¯ç†Š3.ç«æ˜Ÿä»»åŠ¡,https://dghls.mcloud.139.com/hls/LHb543a227b8caf4b2408f7090cb44e1e3/single/video/0/480/index.m3u8
æ±ªæ±ªé˜Ÿè¶…èƒ½å¤§å†’é™©,https://dghls.mcloud.139.com/hls/LD6b7834255e4ada4c7f180247f86bad81/single/video/0/480/index.m3u8
å°æ˜æ°”å°¼å¤æ‹‰ï¼šæˆ‘ä»¬è¿˜åœ¨ç­‰ä»€ä¹ˆæ‰èƒ½å¿«ä¹,https://cdn1.vip-vip-yzzy.com/20240115/12177_fde5f73e/2000k/hls/index.m3u8
èŒ¶å•ŠäºŒä¸­,https://v.cdnlz3.com/20230919/21729_c23ad792/2000k/hls/mixed.m3u8
èŒ¶å•ŠäºŒä¸­,https://ukzyvod3.ukubf5.com/20230920/bFbbhuw2/2000kb/hls/index.m3u8
é•¿å®‰ä¸‰ä¸‡é‡Œ,https://yzzy.play-cdn1.com/20230928/1059_b74249f1/2000k/hls/index.m3u8
æµæµªç‹—,https://v.cdnlz12.com/20230906/9963_8d8817e2/2000k/hls/mixed.m3u8
ç–¯äº†ï¼æ¡‚å®ä¹‹ä¸‰æ˜Ÿå¤ºå®,https://vip1.lz-cdn1.com/20230813/21783_646b079f/2000k/hls/mixed.m3u8
æ¡‚å®ä¹‹çˆ†ç¬‘é—¯å®‡å®™,https://vip1.lz-cdn1.com/20220428/3569_dab66277/1200k/hls/mixed.m3u8
ç¾çŒ´ç‹,https://vip.lz-cdn12.com/20230818/9391_b73195aa/2000k/hls/mixed.m3u8
ç–¯ç‹‚å…ƒç´ åŸ,https://vip15.play-cdn15.com/20230816/23740_a2af7599/2000k/hls/index.m3u8
åä¾¦æ¢æŸ¯å—ç°åŸå“€ç‰©è¯­ï½é»‘é“çš„ç¥ç§˜åˆ—è½¦,https://vip15.play-cdn15.com/20230710/18826_c743dc6d/2000k/hls/index.m3u8
èœ˜è››ä¾ ï¼šçºµæ¨ªå®‡å®™,https://vip.lz-cdn16.com/20230810/34698_236177ad/2000k/hls/mixed.m3u8
æ­£ä¹‰è”ç›Ÿï¼šæˆ˜äº‰ä¸–ç•Œ,https://ukzyvod3.ukubf5.com/20230717/DV5pIwU3/2000kb/hls/index.m3u8
ç†Šå‡ºæ²¡Âä¼´æˆ‘ç†ŠèŠ¯,https://hd.lz-cdn18.com/20230416/1902_adf3668b/2000k/hls/mixed.m3u8
æ±æµ,https://vip1.lz-cdn1.com/20230324/20760_c088369d/1800k/hls/mixed.m3u8
é­”æœ¯å¸ˆçš„å¤§è±¡,https://vip.lz-cdn3.com/20230318/18175_6ae56259/1800k/hls/mixed.m3u8


